id,species_identifier,display_name,hp,attack,defense,speed,special_attack,special_defense,type1,type2,ability1,ability2,mondexentry,sprite
601,SPECIES_TYNAMO,Tynamo,35,55,40,60,45,40,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_LEVITATE,ABILITY_NONE,"One alone can emit only a trickle of
electricity, so a group of them gathers
to unleash a powerful electric shock.",https://play.pokemonshowdown.com/sprites/gen5/tynamo.png
602,SPECIES_EELEKTRIK,Eelektrik,65,85,70,40,75,70,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_LEVITATE,ABILITY_NONE,"It wraps itself around its prey and
paralyzes it with electricity from the
round spots on its sides. Then it chomps.",https://play.pokemonshowdown.com/sprites/gen5/eelektrik.png
603,SPECIES_EELEKTROSS,Eelektross,85,115,80,50,105,80,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_LEVITATE,ABILITY_NONE,"It latches on to prey with its sucker mouth,
sinking in its fangs and shocking the prey
with powerful electricity.",https://play.pokemonshowdown.com/sprites/gen5/eelektross.png
604,SPECIES_ELGYEM,Elgyem,55,55,55,30,85,55,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_TELEPATHY,ABILITY_SYNCHRONIZE,"Rumors of its origin are
linked to a UFO crash site
in the desert 50 years ago.",https://play.pokemonshowdown.com/sprites/gen5/elgyem.png
605,SPECIES_BEHEEYEM,Beheeyem,75,75,75,40,125,95,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_TELEPATHY,ABILITY_SYNCHRONIZE,"Apparently, it communicates by
flashing its three fingers, but
those patterns haven't been decoded.",https://play.pokemonshowdown.com/sprites/gen5/beheeyem.png
606,SPECIES_LITWICK,Litwick,50,30,55,20,65,55,TYPE_GHOST,TYPE_FIRE,ABILITY_FLASH_FIRE,ABILITY_FLAME_BODY,"Its flame is usually out, but it
starts shining when Litwick absorbs
life-force from people or Pokémon.",https://play.pokemonshowdown.com/sprites/gen5/litwick.png
607,SPECIES_LAMPENT,Lampent,60,40,60,55,95,60,TYPE_GHOST,TYPE_FIRE,ABILITY_FLASH_FIRE,ABILITY_FLAME_BODY,"The spirits it absorbs fuel its baleful fire.
It hangs around hospitals
waiting for people to pass on.",https://play.pokemonshowdown.com/sprites/gen5/lampent.png
608,SPECIES_CHANDELURE,Chandelure,60,55,90,80,145,90,TYPE_GHOST,TYPE_FIRE,ABILITY_FLASH_FIRE,ABILITY_FLAME_BODY,"The spirits burned up in its
ominous flame lose their way
and wander this world forever.",https://play.pokemonshowdown.com/sprites/gen5/chandelure.png
609,SPECIES_AXEW,Axew,46,87,60,57,30,40,TYPE_DRAGON,TYPE_DRAGON,ABILITY_RIVALRY,ABILITY_MOLD_BREAKER,"Its large tusks have a tendency to break,
but each time they grow back, they grow
in harder and sturdier.",https://play.pokemonshowdown.com/sprites/gen5/axew.png
610,SPECIES_FRAXURE,Fraxure,66,117,70,67,40,50,TYPE_DRAGON,TYPE_DRAGON,ABILITY_RIVALRY,ABILITY_MOLD_BREAKER,"A broken tusk will not grow back,
so it diligently sharpens its tusks on
river rocks after the end of a battle.",https://play.pokemonshowdown.com/sprites/gen5/fraxure.png
611,SPECIES_HAXORUS,Haxorus,76,147,90,97,60,70,TYPE_DRAGON,TYPE_DRAGON,ABILITY_RIVALRY,ABILITY_MOLD_BREAKER,"Its tusks are incredibly destructive.
They can easily slice through a thick,
sturdy steel column every time.",https://play.pokemonshowdown.com/sprites/gen5/haxorus.png
612,SPECIES_CUBCHOO,Cubchoo,55,70,40,40,60,40,TYPE_ICE,TYPE_ICE,ABILITY_SNOW_CLOAK,ABILITY_SLUSH_RUSH,"Their snot is a barometer of health.
When healthy, their snot is sticky and
the power of their ice moves increases.",https://play.pokemonshowdown.com/sprites/gen5/cubchoo.png
613,SPECIES_BEARTIC,Beartic,95,130,80,50,70,80,TYPE_ICE,TYPE_ICE,ABILITY_SNOW_CLOAK,ABILITY_SLUSH_RUSH,"They love the cold seas of the north.
They create pathways across the
ocean waters by freezing their own breath.",https://play.pokemonshowdown.com/sprites/gen5/beartic.png
614,SPECIES_CRYOGONAL,Cryogonal,80,50,50,105,95,135,TYPE_ICE,TYPE_ICE,ABILITY_LEVITATE,ABILITY_NONE,"They are composed of ice crystals.
They capture prey with chains of ice,
freezing the prey at -148 degrees Fahrenheit.",https://play.pokemonshowdown.com/sprites/gen5/cryogonal.png
615,SPECIES_SHELMET,Shelmet,50,40,85,25,40,65,TYPE_BUG,TYPE_BUG,ABILITY_HYDRATION,ABILITY_SHELL_ARMOR,"When it and Karrablast are together, and
both receive electrical stimulation,
they both evolve.",https://play.pokemonshowdown.com/sprites/gen5/shelmet.png
616,SPECIES_ACCELGOR,Accelgor,80,70,40,145,100,60,TYPE_BUG,TYPE_BUG,ABILITY_HYDRATION,ABILITY_STICKY_HOLD,"When its body dries out, it weakens.
So it wraps a membrane around itself
for protection while it spits poison.",https://play.pokemonshowdown.com/sprites/gen5/accelgor.png
617,SPECIES_STUNFISK,Stunfisk,109,66,84,32,81,99,TYPE_GROUND,TYPE_ELECTRIC,ABILITY_STATIC,ABILITY_LIMBER,"When its opponent can't be paralyzed,
it contorts itself with unexpected speed
and flops away.",https://play.pokemonshowdown.com/sprites/gen5/stunfisk.png
618,SPECIES_MIENFOO,Mienfoo,45,85,50,65,55,50,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_INNER_FOCUS,ABILITY_REGENERATOR,"It takes pride in the speed at which it
can use moves. What it loses in power,
it makes up for in quantity.",https://play.pokemonshowdown.com/sprites/gen5/mienfoo.png
619,SPECIES_MIENSHAO,Mienshao,65,125,60,105,95,60,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_INNER_FOCUS,ABILITY_REGENERATOR,"Using the long fur on its arms like whips,
it launches into combo attacks that,
once started, no one can stop.",https://play.pokemonshowdown.com/sprites/gen5/mienshao.png
620,SPECIES_DRUDDIGON,Druddigon,77,120,90,48,60,90,TYPE_DRAGON,TYPE_DRAGON,ABILITY_ROUGH_SKIN,ABILITY_SHEER_FORCE,"It runs through the narrow tunnels
formed by Excadrill and Onix.
It uses its sharp claws to catch prey.",https://play.pokemonshowdown.com/sprites/gen5/druddigon.png
621,SPECIES_GOLETT,Golett,59,74,50,35,35,50,TYPE_GROUND,TYPE_GHOST,ABILITY_IRON_FIST,ABILITY_KLUTZ,"Ancient science fashioned
this Pokémon from clay.
It's been active for thousands of years.",https://play.pokemonshowdown.com/sprites/gen5/golett.png
622,SPECIES_GOLURK,Golurk,89,124,80,55,55,80,TYPE_GROUND,TYPE_GHOST,ABILITY_IRON_FIST,ABILITY_KLUTZ,"Golurk were created to protect
people and Pokémon.
They run on a mysterious energy.",https://play.pokemonshowdown.com/sprites/gen5/golurk.png
623,SPECIES_PAWNIARD,Pawniard,45,85,70,60,40,40,TYPE_DARK,TYPE_STEEL,ABILITY_DEFIANT,ABILITY_INNER_FOCUS,"Ignoring their injuries, groups attack
by sinking the blades that cover
their bodies into their prey.",https://play.pokemonshowdown.com/sprites/gen5/pawniard.png
624,SPECIES_BISHARP,Bisharp,65,125,100,70,60,70,TYPE_DARK,TYPE_STEEL,ABILITY_DEFIANT,ABILITY_INNER_FOCUS,"This pitiless Pokémon commands a group
of Pawniard to hound prey into immobility.
It then moves in to finish the prey off.",https://play.pokemonshowdown.com/sprites/gen5/bisharp.png
625,SPECIES_BOUFFALANT,Bouffalant,95,110,95,55,40,95,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RECKLESS,ABILITY_SAP_SIPPER,"They are known to charge so wildly that
if a train were to enter their territory,
they would send it flying.",https://play.pokemonshowdown.com/sprites/gen5/bouffalant.png
626,SPECIES_RUFFLET,Rufflet,70,83,50,60,37,50,TYPE_NORMAL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_SHEER_FORCE,"It stands up to massive opponents, not
out of courage, but out of recklessness.
But that is how it gets stronger.",https://play.pokemonshowdown.com/sprites/gen5/rufflet.png
627,SPECIES_BRAVIARY,Braviary,100,123,75,80,57,75,TYPE_NORMAL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_SHEER_FORCE,"For the sake of its friends, this
brave warrior of the sky will not
stop battling, even if injured.",https://play.pokemonshowdown.com/sprites/gen5/braviary.png
628,SPECIES_VULLABY,Vullaby,70,55,75,60,45,65,TYPE_DARK,TYPE_FLYING,ABILITY_BIG_PECKS,ABILITY_OVERCOAT,"Their wings are too tiny to allow them to fly.
They guard their posteriors with bones that
were gathered by Mandibuzz.",https://play.pokemonshowdown.com/sprites/gen5/vullaby.png
629,SPECIES_MANDIBUZZ,Mandibuzz,110,65,105,80,55,95,TYPE_DARK,TYPE_FLYING,ABILITY_BIG_PECKS,ABILITY_OVERCOAT,"They fly in circles around the sky.
When they spot prey, they attack and
carry it back to their nest with ease.",https://play.pokemonshowdown.com/sprites/gen5/mandibuzz.png
630,SPECIES_HEATMOR,Heatmor,85,97,66,65,105,66,TYPE_FIRE,TYPE_FIRE,ABILITY_GLUTTONY,ABILITY_FLASH_FIRE,"It draws in air through its tail, transforms
it into fire, and uses it like a tongue.
It melts Durant and eats them.",https://play.pokemonshowdown.com/sprites/gen5/heatmor.png
631,SPECIES_DURANT,Durant,58,109,112,109,48,48,TYPE_BUG,TYPE_STEEL,ABILITY_SWARM,ABILITY_HUSTLE,"Individuals each play different roles in
driving Heatmor, their natural predator,
away from their colony.",https://play.pokemonshowdown.com/sprites/gen5/durant.png
632,SPECIES_DEINO,Deino,52,65,50,38,45,50,TYPE_DARK,TYPE_DRAGON,ABILITY_HUSTLE,ABILITY_NONE,"Lacking sight, it's unaware of its
surroundings, so it bumps into
things and eats anything that moves.",https://play.pokemonshowdown.com/sprites/gen5/deino.png
633,SPECIES_ZWEILOUS,Zweilous,72,85,70,58,65,70,TYPE_DARK,TYPE_DRAGON,ABILITY_HUSTLE,ABILITY_NONE,"The two heads do not get along.
Whichever head eats more than
the other gets to be the leader.",https://play.pokemonshowdown.com/sprites/gen5/zweilous.png
634,SPECIES_HYDREIGON,Hydreigon,92,105,90,98,125,90,TYPE_DARK,TYPE_DRAGON,ABILITY_LEVITATE,ABILITY_NONE,"It responds to movement by attacking.
This scary, three-headed Pokémon
devours everything in its path!",https://play.pokemonshowdown.com/sprites/gen5/hydreigon.png
635,SPECIES_LARVESTA,Larvesta,55,85,55,60,50,55,TYPE_BUG,TYPE_FIRE,ABILITY_FLAME_BODY,ABILITY_NONE,"Said to have been born from the sun,
it spews fire from its horns and encases
itself in a cocoon of fire when it evolves.",https://play.pokemonshowdown.com/sprites/gen5/larvesta.png
636,SPECIES_VOLCARONA,Volcarona,85,60,65,100,135,105,TYPE_BUG,TYPE_FIRE,ABILITY_FLAME_BODY,ABILITY_NONE,"Thought to be an embodiment of the sun,
it appeared during a bitterly cold winter
and saved Pokémon from freezing.",https://play.pokemonshowdown.com/sprites/gen5/volcarona.png
637,SPECIES_COBALION,Cobalion,91,90,129,108,90,72,TYPE_STEEL,TYPE_FIGHTING,ABILITY_JUSTIFIED,ABILITY_NONE,"It has a body and heart of steel.
It worked with its allies to punish
people when they hurt Pokémon.",https://play.pokemonshowdown.com/sprites/gen5/cobalion.png
638,SPECIES_TERRAKION,Terrakion,91,129,90,108,72,90,TYPE_ROCK,TYPE_FIGHTING,ABILITY_JUSTIFIED,ABILITY_NONE,"Spoken of in legend, this Pokémon
used its phenomenal power to destroy a
castle in its effort to protect Pokémon.",https://play.pokemonshowdown.com/sprites/gen5/terrakion.png
639,SPECIES_VIRIZION,Virizion,91,90,72,108,90,129,TYPE_GRASS,TYPE_FIGHTING,ABILITY_JUSTIFIED,ABILITY_NONE,"Legends say this Pokémon
confounded opponents
with its swift movements.",https://play.pokemonshowdown.com/sprites/gen5/virizion.png
640,SPECIES_TORNADUS,Tornadus,79,115,70,111,125,80,TYPE_FLYING,TYPE_FLYING,ABILITY_PRANKSTER,ABILITY_NONE,"In every direction it flies,
creating winds so powerful,
they blow everything away.",https://play.pokemonshowdown.com/sprites/gen5/tornadus.png
641,SPECIES_THUNDURUS,Thundurus,79,115,70,111,125,80,TYPE_ELECTRIC,TYPE_FLYING,ABILITY_PRANKSTER,ABILITY_NONE,"As it flies around, it shoots lightning all
over the place and causes forest fires.
It is therefore disliked.",https://play.pokemonshowdown.com/sprites/gen5/thundurus.png
642,SPECIES_RESHIRAM,Reshiram,100,120,100,90,150,120,TYPE_DRAGON,TYPE_FIRE,ABILITY_TURBOBLAZE,ABILITY_NONE,"This legendary Pokémon can scorch
the world with fire. It helps those
who want to build a world of truth.",https://play.pokemonshowdown.com/sprites/gen5/reshiram.png
643,SPECIES_ZEKROM,Zekrom,100,150,120,90,120,100,TYPE_DRAGON,TYPE_ELECTRIC,ABILITY_TERAVOLT,ABILITY_NONE,"This legendary Pokémon can scorch
the world with lightning. It assists those
who want to build an ideal world.",https://play.pokemonshowdown.com/sprites/gen5/zekrom.png
644,SPECIES_LANDORUS,Landorus,89,125,90,101,115,80,TYPE_GROUND,TYPE_FLYING,ABILITY_SAND_FORCE,ABILITY_NONE,"From the forces of lightning and wind,
it creates energy to give nutrients
to the soil and make the land abundant.",https://play.pokemonshowdown.com/sprites/gen5/landorus.png
645,SPECIES_KYUREM,Kyurem,125,130,90,95,130,90,TYPE_DRAGON,TYPE_ICE,ABILITY_PRESSURE,ABILITY_NONE,"This legendary ice Pokémon waits for
a hero to fill in the missing parts
of its body with truth or ideals.",https://play.pokemonshowdown.com/sprites/gen5/kyurem.png
646,SPECIES_KELDEO,Keldeo,91,72,90,108,129,90,TYPE_WATER,TYPE_FIGHTING,ABILITY_JUSTIFIED,ABILITY_NONE,"When it is resolute, its body fills
with power and it becomes swifter.
Its jumps are then too fast to follow.",https://play.pokemonshowdown.com/sprites/gen5/keldeo.png
647,SPECIES_MELOETTA,Meloetta,100,77,77,90,128,128,TYPE_NORMAL,TYPE_PSYCHIC,ABILITY_SERENE_GRACE,ABILITY_NONE,"The melodies sung by Meloetta
have the power to make Pokémon
that hear them happy or sad.",https://play.pokemonshowdown.com/sprites/gen5/meloetta.png
648,SPECIES_GENESECT,Genesect,71,120,95,99,120,95,TYPE_BUG,TYPE_STEEL,ABILITY_DOWNLOAD,ABILITY_NONE,"This Pokémon existed 300 million years ago.
Team Plasma altered it and attached
a cannon to its back.",https://play.pokemonshowdown.com/sprites/gen5/genesect.png
649,SPECIES_CHESPIN,Chespin,56,61,65,38,48,45,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,"Such a thick shell of wood covers its
head and back that even a direct hit
from a truck wouldn’t faze it.",https://play.pokemonshowdown.com/sprites/gen5/chespin.png
650,SPECIES_QUILLADIN,Quilladin,61,78,95,57,56,58,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,"It relies on its sturdy shell to
deflect predators’ attacks. It
counterattacks with its sharp quills.",https://play.pokemonshowdown.com/sprites/gen5/quilladin.png
651,SPECIES_CHESNAUGHT,Chesnaught,88,107,122,64,74,75,TYPE_GRASS,TYPE_FIGHTING,ABILITY_OVERGROW,ABILITY_NONE,"When it takes a defensive posture with
its fists guarding its face, it could
withstand a bomb blast.",https://play.pokemonshowdown.com/sprites/gen5/chesnaught.png
652,SPECIES_FENNEKIN,Fennekin,40,45,40,60,62,60,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"Eating a twig fills it with energy, and
its roomy ears give vent to very hot
air.",https://play.pokemonshowdown.com/sprites/gen5/fennekin.png
653,SPECIES_BRAIXEN,Braixen,59,59,58,73,90,70,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,"With friction from its tail fur, it
sets the twig on its tail on fire and
launches into battle.",https://play.pokemonshowdown.com/sprites/gen5/braixen.png
654,SPECIES_DELPHOX,Delphox,75,69,72,104,114,100,TYPE_FIRE,TYPE_PSYCHIC,ABILITY_BLAZE,ABILITY_NONE,"It gazes into the flame at its branch
to achieve a focused state, allowing it
to see the future.",https://play.pokemonshowdown.com/sprites/gen5/delphox.png
655,SPECIES_FROAKIE,Froakie,41,56,40,71,62,44,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"It secretes bubbles from its chest and
back. The bubbles reduce the damage it
would take when attacked.",https://play.pokemonshowdown.com/sprites/gen5/froakie.png
656,SPECIES_FROGADIER,Frogadier,54,63,52,97,83,56,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,"Its swiftness is unparalleled. It can
scale a tower of more than 2,000 feet in
a minute’s time.",https://play.pokemonshowdown.com/sprites/gen5/frogadier.png
657,SPECIES_GRENINJA,Greninja,72,95,67,122,103,71,TYPE_WATER,TYPE_DARK,ABILITY_TORRENT,ABILITY_NONE,"It creates throwing stars out of
compressed water, that can split metal
in two.",https://play.pokemonshowdown.com/sprites/gen5/greninja.png
658,SPECIES_BUNNELBY,Bunnelby,38,36,38,57,32,36,TYPE_NORMAL,TYPE_NORMAL,ABILITY_PICKUP,ABILITY_CHEEK_POUCH,"They use their large ears to dig
burrows. They will dig the whole night
through.",https://play.pokemonshowdown.com/sprites/gen5/bunnelby.png
659,SPECIES_DIGGERSBY,Diggersby,85,56,77,78,50,77,TYPE_NORMAL,TYPE_GROUND,ABILITY_PICKUP,ABILITY_CHEEK_POUCH,"As powerful as an excavator, its ears
can reduce dense bedrock to rubble.",https://play.pokemonshowdown.com/sprites/gen5/diggersby.png
660,SPECIES_FLETCHLING,Fletchling,45,50,43,62,40,38,TYPE_NORMAL,TYPE_FLYING,ABILITY_BIG_PECKS,ABILITY_NONE,"When it’s excited, its temperature can
double, spiking hormone production in
its body.",https://play.pokemonshowdown.com/sprites/gen5/fletchling.png
661,SPECIES_FLETCHINDER,Fletchinder,62,73,55,84,56,52,TYPE_FIRE,TYPE_FLYING,ABILITY_FLAME_BODY,ABILITY_NONE,"Its speed right after takeoff already
puts it in the top speed class of all
bird Pokémon.",https://play.pokemonshowdown.com/sprites/gen5/fletchinder.png
662,SPECIES_TALONFLAME,Talonflame,78,81,71,126,74,69,TYPE_FIRE,TYPE_FLYING,ABILITY_FLAME_BODY,ABILITY_NONE,"When attacking prey, it can reach
speeds of up to 310 mph. It finishes its
prey off with a colossal kick.",https://play.pokemonshowdown.com/sprites/gen5/talonflame.png
663,SPECIES_SCATTERBUG,Scatterbug,38,35,40,35,27,25,TYPE_BUG,TYPE_BUG,ABILITY_SHIELD_DUST,ABILITY_COMPOUND_EYES,"The powder that covers its body
regulates its temperature, so it can
live in any region or climate.",https://play.pokemonshowdown.com/sprites/gen5/scatterbug.png
664,SPECIES_SPEWPA,Spewpa,45,22,60,29,27,30,TYPE_BUG,TYPE_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,"The beaks of birds can’t begin to
scratch its stalwart body. To defend
itself, it spews powder.",https://play.pokemonshowdown.com/sprites/gen5/spewpa.png
665,SPECIES_VIVILLON,Vivillon,80,52,50,89,90,50,TYPE_BUG,TYPE_FLYING,ABILITY_SHIELD_DUST,ABILITY_COMPOUND_EYES,"The colorful patterns on this Pokémon’s
wings depend on the climate and
topography of its habitat.",https://play.pokemonshowdown.com/sprites/gen5/vivillon.png
666,SPECIES_LITLEO,Litleo,62,50,58,72,73,54,TYPE_FIRE,TYPE_NORMAL,ABILITY_RIVALRY,ABILITY_UNNERVE,"The stronger the opponent it faces, the
more heat and power flow through its
body.",https://play.pokemonshowdown.com/sprites/gen5/litleo.png
667,SPECIES_PYROAR,Pyroar,86,68,72,106,109,66,TYPE_FIRE,TYPE_NORMAL,ABILITY_RIVALRY,ABILITY_UNNERVE,"The male with the largest mane of fire
is the leader of the pride.",https://play.pokemonshowdown.com/sprites/gen5/pyroar.png
668,SPECIES_FLABEBE,Flabébé,44,38,39,42,61,79,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,"It draws and controls the hidden power
of flowers. The flower it holds is most
likely part of its body.",https://play.pokemonshowdown.com/sprites/gen5/flabebe.png
669,SPECIES_FLOETTE,Floette,54,45,47,52,75,98,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,"When the flowers of a well-tended
flower bed bloom, it appears and
celebrates with an elegant dance.",https://play.pokemonshowdown.com/sprites/gen5/floette.png
670,SPECIES_FLORGES,Florges,78,65,68,75,112,154,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_NONE,"Its life can span several hundred
years. It’s said to devote its entire
life to protecting gardens.",https://play.pokemonshowdown.com/sprites/gen5/florges.png
671,SPECIES_SKIDDO,Skiddo,66,65,48,52,62,57,TYPE_GRASS,TYPE_GRASS,ABILITY_SAP_SIPPER,ABILITY_NONE,"Thought to be one of the first Pokémon
to live in harmony with humans, it has
a placid disposition.",https://play.pokemonshowdown.com/sprites/gen5/skiddo.png
672,SPECIES_GOGOAT,Gogoat,123,100,62,68,97,81,TYPE_GRASS,TYPE_GRASS,ABILITY_SAP_SIPPER,ABILITY_NONE,"They inhabit mountainous regions. The
leader of the herd is decided by a
battle of clashing horns.",https://play.pokemonshowdown.com/sprites/gen5/gogoat.png
673,SPECIES_PANCHAM,Pancham,67,82,62,43,46,48,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_IRON_FIST,ABILITY_MOLD_BREAKER,"It grows up imitating the behavior of
Pangoro, which it looks up to as a
leader.",https://play.pokemonshowdown.com/sprites/gen5/pancham.png
674,SPECIES_PANGORO,Pangoro,95,124,78,58,69,71,TYPE_FIGHTING,TYPE_DARK,ABILITY_IRON_FIST,ABILITY_MOLD_BREAKER,"This Pokémon boasts great physical
strength. Many Trainers are also smitten
by its lively character.",https://play.pokemonshowdown.com/sprites/gen5/pangoro.png
675,SPECIES_FURFROU,Furfrou,75,80,60,102,65,90,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FUR_COAT,ABILITY_NONE,"Historically, in the Kalos region,
these Pokémon were the designated
guardians of the king.",https://play.pokemonshowdown.com/sprites/gen5/furfrou.png
